,date,HATO,variable,value,HATO_C
5627,2019-07-07,JUNCAL,lag_2,La_Isla-Lote_ML_4,JUNCAL_2
8222,2019-07-07,JUNCAL,lag_3,Juncalito-Lote_17,JUNCAL_3
438,2019-07-08,JUNCAL,name,Juncalito-Lote_4,JUNCAL
3033,2019-07-08,JUNCAL,lag_1,Juncalito-Lote_5,JUNCAL_1
5628,2019-07-08,JUNCAL,lag_2,Juncalito-Lote_17,JUNCAL_2
8223,2019-07-08,JUNCAL,lag_3,La_Isla-Lote_ML_4,JUNCAL_3
439,2019-07-09,JUNCAL,name,Juncalito-Lote_4,JUNCAL
3034,2019-07-09,JUNCAL,lag_1,Juncalito-Lote_5,JUNCAL_1
5629,2019-07-09,JUNCAL,lag_2,Juncalito-Lote_17,JUNCAL_2
8224,2019-07-09,JUNCAL,lag_3,La_Isla-Lote_ML_4,JUNCAL_3
440,2019-07-10,JUNCAL,name,Juncalito-Lote_8,JUNCAL
3035,2019-07-10,JUNCAL,lag_1,Juncalito-Lote_4,JUNCAL_1
5630,2019-07-10,JUNCAL,lag_2,Juncalito-Lote_5,JUNCAL_2
8225,2019-07-10,JUNCAL,lag_3,Juncalito-Lote_17,JUNCAL_3
441,2019-07-11,JUNCAL,name,Juncalito-Lote_8,JUNCAL
3036,2019-07-11,JUNCAL,lag_1,Juncalito-Lote_4,JUNCAL_1
5631,2019-07-11,JUNCAL,lag_2,Juncalito-Lote_5,JUNCAL_2
8226,2019-07-11,JUNCAL,lag_3,Juncalito-Lote_17,JUNCAL_3
442,2019-07-12,JUNCAL,name,Juncalito-Lote_9,JUNCAL
3037,2019-07-12,JUNCAL,lag_1,Juncalito-Lote_8,JUNCAL_1
5632,2019-07-12,JUNCAL,lag_2,Juncalito-Lote_4,JUNCAL_2
8227,2019-07-12,JUNCAL,lag_3,Juncalito-Lote_5,JUNCAL_3
443,2019-07-13,JUNCAL,name,Juncalito-Lote_13,JUNCAL
3038,2019-07-13,JUNCAL,lag_1,Juncalito-Lote_9,JUNCAL_1
5633,2019-07-13,JUNCAL,lag_2,Juncalito-Lote_8,JUNCAL_2
8228,2019-07-13,JUNCAL,lag_3,Juncalito-Lote_4,JUNCAL_3
444,2019-07-14,JUNCAL,name,Juncalito-Lote_13,JUNCAL
3039,2019-07-14,JUNCAL,lag_1,Juncalito-Lote_9,JUNCAL_1
5634,2019-07-14,JUNCAL,lag_2,Juncalito-Lote_8,JUNCAL_2
8229,2019-07-14,JUNCAL,lag_3,Juncalito-Lote_4,JUNCAL_3
445,2019-07-15,JUNCAL,name,Juncalito-Lote_13,JUNCAL
3040,2019-07-15,JUNCAL,lag_1,Juncalito-Lote_9,JUNCAL_1
5635,2019-07-15,JUNCAL,lag_2,Juncalito-Lote_8,JUNCAL_2
8230,2019-07-15,JUNCAL,lag_3,Juncalito-Lote_4,JUNCAL_3
446,2019-07-16,JUNCAL,name,Juncalito-Lote_10,JUNCAL
3041,2019-07-16,JUNCAL,lag_1,Juncalito-Lote_13,JUNCAL_1
5636,2019-07-16,JUNCAL,lag_2,Juncalito-Lote_9,JUNCAL_2
8231,2019-07-16,JUNCAL,lag_3,Juncalito-Lote_8,JUNCAL_3
447,2019-07-17,JUNCAL,name,Juncalito-Lote_10,JUNCAL
3042,2019-07-17,JUNCAL,lag_1,Juncalito-Lote_13,JUNCAL_1
5637,2019-07-17,JUNCAL,lag_2,Juncalito-Lote_9,JUNCAL_2
8232,2019-07-17,JUNCAL,lag_3,Juncalito-Lote_8,JUNCAL_3
448,2019-07-18,JUNCAL,name,Juncalito-Lote_7,JUNCAL
3043,2019-07-18,JUNCAL,lag_1,Juncalito-Lote_10,JUNCAL_1
5638,2019-07-18,JUNCAL,lag_2,Juncalito-Lote_13,JUNCAL_2
8233,2019-07-18,JUNCAL,lag_3,Juncalito-Lote_9,JUNCAL_3
449,2019-07-19,JUNCAL,name,Juncalito-Lote_7,JUNCAL
3044,2019-07-19,JUNCAL,lag_1,Juncalito-Lote_10,JUNCAL_1
5639,2019-07-19,JUNCAL,lag_2,Juncalito-Lote_13,JUNCAL_2
8234,2019-07-19,JUNCAL,lag_3,Juncalito-Lote_9,JUNCAL_3
450,2019-07-20,JUNCAL,name,Juncalito-Lote_19,JUNCAL
3045,2019-07-20,JUNCAL,lag_1,Juncalito-Lote_7,JUNCAL_1
5640,2019-07-20,JUNCAL,lag_2,Juncalito-Lote_10,JUNCAL_2
8235,2019-07-20,JUNCAL,lag_3,Juncalito-Lote_13,JUNCAL_3
451,2019-07-21,JUNCAL,name,Juncalito-Lote_19,JUNCAL
3046,2019-07-21,JUNCAL,lag_1,Juncalito-Lote_7,JUNCAL_1
5641,2019-07-21,JUNCAL,lag_2,Juncalito-Lote_10,JUNCAL_2
8236,2019-07-21,JUNCAL,lag_3,Juncalito-Lote_13,JUNCAL_3
452,2019-07-22,JUNCAL,name,Juncalito-Lote_19,JUNCAL
3047,2019-07-22,JUNCAL,lag_1,Juncalito-Lote_7,JUNCAL_1
5642,2019-07-22,JUNCAL,lag_2,Juncalito-Lote_10,JUNCAL_2
8237,2019-07-22,JUNCAL,lag_3,Juncalito-Lote_13,JUNCAL_3
453,2019-07-23,JUNCAL,name,Juncalito-Lote_15,JUNCAL
3048,2019-07-23,JUNCAL,lag_1,Juncalito-Lote_19,JUNCAL_1
5643,2019-07-23,JUNCAL,lag_2,Juncalito-Lote_7,JUNCAL_2
8238,2019-07-23,JUNCAL,lag_3,Juncalito-Lote_10,JUNCAL_3
454,2019-07-24,JUNCAL,name,Juncalito-Lote_14,JUNCAL
3049,2019-07-24,JUNCAL,lag_1,Juncalito-Lote_15,JUNCAL_1
5644,2019-07-24,JUNCAL,lag_2,Juncalito-Lote_19,JUNCAL_2
8239,2019-07-24,JUNCAL,lag_3,Juncalito-Lote_7,JUNCAL_3
455,2019-07-25,JUNCAL,name,Juncalito-Lote_12,JUNCAL
3050,2019-07-25,JUNCAL,lag_1,Juncalito-Lote_14,JUNCAL_1
5645,2019-07-25,JUNCAL,lag_2,Juncalito-Lote_15,JUNCAL_2
8240,2019-07-25,JUNCAL,lag_3,Juncalito-Lote_19,JUNCAL_3
456,2019-07-26,JUNCAL,name,Juncalito-Lote_12,JUNCAL
3051,2019-07-26,JUNCAL,lag_1,Juncalito-Lote_14,JUNCAL_1
5646,2019-07-26,JUNCAL,lag_2,Juncalito-Lote_15,JUNCAL_2
8241,2019-07-26,JUNCAL,lag_3,Juncalito-Lote_19,JUNCAL_3
457,2019-07-27,JUNCAL,name,Juncalito-Lote_3,JUNCAL
3052,2019-07-27,JUNCAL,lag_1,Juncalito-Lote_12,JUNCAL_1
5647,2019-07-27,JUNCAL,lag_2,Juncalito-Lote_14,JUNCAL_2
8242,2019-07-27,JUNCAL,lag_3,Juncalito-Lote_15,JUNCAL_3
458,2019-07-28,JUNCAL,name,Juncalito-Lote_3,JUNCAL
3053,2019-07-28,JUNCAL,lag_1,Juncalito-Lote_12,JUNCAL_1
5648,2019-07-28,JUNCAL,lag_2,Juncalito-Lote_14,JUNCAL_2
8243,2019-07-28,JUNCAL,lag_3,Juncalito-Lote_15,JUNCAL_3
459,2019-07-29,JUNCAL,name,Juncalito-Lote_3,JUNCAL
3054,2019-07-29,JUNCAL,lag_1,Juncalito-Lote_12,JUNCAL_1
5649,2019-07-29,JUNCAL,lag_2,Juncalito-Lote_14,JUNCAL_2
8244,2019-07-29,JUNCAL,lag_3,Juncalito-Lote_15,JUNCAL_3
460,2019-07-30,JUNCAL,name,Juncalito-Lote_2,JUNCAL
3055,2019-07-30,JUNCAL,lag_1,Juncalito-Lote_3,JUNCAL_1
5650,2019-07-30,JUNCAL,lag_2,Juncalito-Lote_12,JUNCAL_2
8245,2019-07-30,JUNCAL,lag_3,Juncalito-Lote_14,JUNCAL_3
461,2019-07-31,JUNCAL,name,Juncalito-Lote_2,JUNCAL
3056,2019-07-31,JUNCAL,lag_1,Juncalito-Lote_3,JUNCAL_1
5651,2019-07-31,JUNCAL,lag_2,Juncalito-Lote_12,JUNCAL_2
8246,2019-07-31,JUNCAL,lag_3,Juncalito-Lote_14,JUNCAL_3
462,2019-08-01,JUNCAL,name,La_Isla-Lote_28,JUNCAL
3057,2019-08-01,JUNCAL,lag_1,Juncalito-Lote_2,JUNCAL_1
5652,2019-08-01,JUNCAL,lag_2,Juncalito-Lote_3,JUNCAL_2
8247,2019-08-01,JUNCAL,lag_3,Juncalito-Lote_12,JUNCAL_3
463,2019-08-02,JUNCAL,name,La_Isla-Lote_28,JUNCAL
3058,2019-08-02,JUNCAL,lag_1,Juncalito-Lote_2,JUNCAL_1
5653,2019-08-02,JUNCAL,lag_2,Juncalito-Lote_3,JUNCAL_2
8248,2019-08-02,JUNCAL,lag_3,Juncalito-Lote_12,JUNCAL_3
464,2019-08-03,JUNCAL,name,Juncalito-Lote_20,JUNCAL
3059,2019-08-03,JUNCAL,lag_1,La_Isla-Lote_28,JUNCAL_1
5654,2019-08-03,JUNCAL,lag_2,Juncalito-Lote_2,JUNCAL_2
8249,2019-08-03,JUNCAL,lag_3,Juncalito-Lote_3,JUNCAL_3
465,2019-08-04,JUNCAL,name,Juncalito-Lote_20,JUNCAL
3060,2019-08-04,JUNCAL,lag_1,La_Isla-Lote_28,JUNCAL_1
5655,2019-08-04,JUNCAL,lag_2,Juncalito-Lote_2,JUNCAL_2
8250,2019-08-04,JUNCAL,lag_3,Juncalito-Lote_3,JUNCAL_3
466,2019-08-05,JUNCAL,name,Juncalito-Lote_20,JUNCAL
3061,2019-08-05,JUNCAL,lag_1,La_Isla-Lote_28,JUNCAL_1
5656,2019-08-05,JUNCAL,lag_2,Juncalito-Lote_2,JUNCAL_2
8251,2019-08-05,JUNCAL,lag_3,Juncalito-Lote_3,JUNCAL_3
467,2019-08-06,JUNCAL,name,Juncalito-Lote_21,JUNCAL
3062,2019-08-06,JUNCAL,lag_1,Juncalito-Lote_20,JUNCAL_1
5657,2019-08-06,JUNCAL,lag_2,La_Isla-Lote_28,JUNCAL_2
8252,2019-08-06,JUNCAL,lag_3,Juncalito-Lote_2,JUNCAL_3
468,2019-08-07,JUNCAL,name,Juncalito-Lote_21,JUNCAL
3063,2019-08-07,JUNCAL,lag_1,Juncalito-Lote_20,JUNCAL_1
5658,2019-08-07,JUNCAL,lag_2,La_Isla-Lote_28,JUNCAL_2
8253,2019-08-07,JUNCAL,lag_3,Juncalito-Lote_2,JUNCAL_3
469,2019-08-08,JUNCAL,name,Juncalito-Lote_1,JUNCAL
3064,2019-08-08,JUNCAL,lag_1,Juncalito-Lote_21,JUNCAL_1
5659,2019-08-08,JUNCAL,lag_2,Juncalito-Lote_20,JUNCAL_2
8254,2019-08-08,JUNCAL,lag_3,La_Isla-Lote_28,JUNCAL_3
470,2019-08-09,JUNCAL,name,Juncalito-Lote_1,JUNCAL
3065,2019-08-09,JUNCAL,lag_1,Juncalito-Lote_21,JUNCAL_1
5660,2019-08-09,JUNCAL,lag_2,Juncalito-Lote_20,JUNCAL_2
8255,2019-08-09,JUNCAL,lag_3,La_Isla-Lote_28,JUNCAL_3
471,2019-08-10,JUNCAL,name,Juncalito-Lote_16,JUNCAL
3066,2019-08-10,JUNCAL,lag_1,Juncalito-Lote_1,JUNCAL_1
5661,2019-08-10,JUNCAL,lag_2,Juncalito-Lote_21,JUNCAL_2
8256,2019-08-10,JUNCAL,lag_3,Juncalito-Lote_20,JUNCAL_3
472,2019-08-11,JUNCAL,name,Juncalito-Lote_16,JUNCAL
3067,2019-08-11,JUNCAL,lag_1,Juncalito-Lote_1,JUNCAL_1
5662,2019-08-11,JUNCAL,lag_2,Juncalito-Lote_21,JUNCAL_2
8257,2019-08-11,JUNCAL,lag_3,Juncalito-Lote_20,JUNCAL_3
473,2019-08-12,JUNCAL,name,Juncalito-Lote_17,JUNCAL
3068,2019-08-12,JUNCAL,lag_1,Juncalito-Lote_16,JUNCAL_1
5663,2019-08-12,JUNCAL,lag_2,Juncalito-Lote_1,JUNCAL_2
8258,2019-08-12,JUNCAL,lag_3,Juncalito-Lote_21,JUNCAL_3
474,2019-08-13,JUNCAL,name,Juncalito-Lote_17,JUNCAL
3069,2019-08-13,JUNCAL,lag_1,Juncalito-Lote_16,JUNCAL_1
5664,2019-08-13,JUNCAL,lag_2,Juncalito-Lote_1,JUNCAL_2
8259,2019-08-13,JUNCAL,lag_3,Juncalito-Lote_21,JUNCAL_3
475,2019-08-14,JUNCAL,name,Juncalito-Lote_4,JUNCAL
3070,2019-08-14,JUNCAL,lag_1,Juncalito-Lote_17,JUNCAL_1
5665,2019-08-14,JUNCAL,lag_2,Juncalito-Lote_16,JUNCAL_2
8260,2019-08-14,JUNCAL,lag_3,Juncalito-Lote_1,JUNCAL_3
476,2019-08-15,JUNCAL,name,Juncalito-Lote_4,JUNCAL
3071,2019-08-15,JUNCAL,lag_1,Juncalito-Lote_17,JUNCAL_1
5666,2019-08-15,JUNCAL,lag_2,Juncalito-Lote_16,JUNCAL_2
8261,2019-08-15,JUNCAL,lag_3,Juncalito-Lote_1,JUNCAL_3
477,2019-08-16,JUNCAL,name,Juncalito-Lote_5,JUNCAL
3072,2019-08-16,JUNCAL,lag_1,Juncalito-Lote_4,JUNCAL_1
5667,2019-08-16,JUNCAL,lag_2,Juncalito-Lote_17,JUNCAL_2
8262,2019-08-16,JUNCAL,lag_3,Juncalito-Lote_16,JUNCAL_3
478,2019-08-17,JUNCAL,name,Juncalito-Lote_6,JUNCAL
3073,2019-08-17,JUNCAL,lag_1,Juncalito-Lote_5,JUNCAL_1
5668,2019-08-17,JUNCAL,lag_2,Juncalito-Lote_4,JUNCAL_2
8263,2019-08-17,JUNCAL,lag_3,Juncalito-Lote_17,JUNCAL_3
479,2019-08-18,JUNCAL,name,Juncalito-Lote_6,JUNCAL
3074,2019-08-18,JUNCAL,lag_1,Juncalito-Lote_5,JUNCAL_1
5669,2019-08-18,JUNCAL,lag_2,Juncalito-Lote_4,JUNCAL_2
8264,2019-08-18,JUNCAL,lag_3,Juncalito-Lote_17,JUNCAL_3
480,2019-08-19,JUNCAL,name,Juncalito-Lote_7,JUNCAL
3075,2019-08-19,JUNCAL,lag_1,Juncalito-Lote_6,JUNCAL_1
5670,2019-08-19,JUNCAL,lag_2,Juncalito-Lote_5,JUNCAL_2
8265,2019-08-19,JUNCAL,lag_3,Juncalito-Lote_4,JUNCAL_3
481,2019-08-20,JUNCAL,name,Juncalito-Lote_7,JUNCAL
3076,2019-08-20,JUNCAL,lag_1,Juncalito-Lote_6,JUNCAL_1
5671,2019-08-20,JUNCAL,lag_2,Juncalito-Lote_5,JUNCAL_2
8266,2019-08-20,JUNCAL,lag_3,Juncalito-Lote_4,JUNCAL_3
482,2019-08-21,JUNCAL,name,Juncalito-Lote_7,JUNCAL
3077,2019-08-21,JUNCAL,lag_1,Juncalito-Lote_6,JUNCAL_1
5672,2019-08-21,JUNCAL,lag_2,Juncalito-Lote_5,JUNCAL_2
8267,2019-08-21,JUNCAL,lag_3,Juncalito-Lote_4,JUNCAL_3
483,2019-08-22,JUNCAL,name,Juncalito-Lote_8,JUNCAL
3078,2019-08-22,JUNCAL,lag_1,Juncalito-Lote_7,JUNCAL_1
5673,2019-08-22,JUNCAL,lag_2,Juncalito-Lote_6,JUNCAL_2
8268,2019-08-22,JUNCAL,lag_3,Juncalito-Lote_5,JUNCAL_3
484,2019-08-23,JUNCAL,name,Juncalito-Lote_8,JUNCAL
3079,2019-08-23,JUNCAL,lag_1,Juncalito-Lote_7,JUNCAL_1
5674,2019-08-23,JUNCAL,lag_2,Juncalito-Lote_6,JUNCAL_2
8269,2019-08-23,JUNCAL,lag_3,Juncalito-Lote_5,JUNCAL_3
485,2019-08-24,JUNCAL,name,Juncalito-Lote_9,JUNCAL
3080,2019-08-24,JUNCAL,lag_1,Juncalito-Lote_8,JUNCAL_1
5675,2019-08-24,JUNCAL,lag_2,Juncalito-Lote_7,JUNCAL_2
8270,2019-08-24,JUNCAL,lag_3,Juncalito-Lote_6,JUNCAL_3
486,2019-08-25,JUNCAL,name,Juncalito-Lote_9,JUNCAL
3081,2019-08-25,JUNCAL,lag_1,Juncalito-Lote_8,JUNCAL_1
5676,2019-08-25,JUNCAL,lag_2,Juncalito-Lote_7,JUNCAL_2
8271,2019-08-25,JUNCAL,lag_3,Juncalito-Lote_6,JUNCAL_3
487,2019-08-26,JUNCAL,name,Juncalito-Lote_9,JUNCAL
3082,2019-08-26,JUNCAL,lag_1,Juncalito-Lote_8,JUNCAL_1
5677,2019-08-26,JUNCAL,lag_2,Juncalito-Lote_7,JUNCAL_2
8272,2019-08-26,JUNCAL,lag_3,Juncalito-Lote_6,JUNCAL_3
488,2019-08-27,JUNCAL,name,Juncalito-Lote_13,JUNCAL
3083,2019-08-27,JUNCAL,lag_1,Juncalito-Lote_9,JUNCAL_1
5678,2019-08-27,JUNCAL,lag_2,Juncalito-Lote_8,JUNCAL_2
8273,2019-08-27,JUNCAL,lag_3,Juncalito-Lote_7,JUNCAL_3
489,2019-08-28,JUNCAL,name,Juncalito-Lote_13,JUNCAL
3084,2019-08-28,JUNCAL,lag_1,Juncalito-Lote_9,JUNCAL_1
5679,2019-08-28,JUNCAL,lag_2,Juncalito-Lote_8,JUNCAL_2
8274,2019-08-28,JUNCAL,lag_3,Juncalito-Lote_7,JUNCAL_3
490,2019-08-29,JUNCAL,name,Juncalito-Lote_13,JUNCAL
3085,2019-08-29,JUNCAL,lag_1,Juncalito-Lote_9,JUNCAL_1
5680,2019-08-29,JUNCAL,lag_2,Juncalito-Lote_8,JUNCAL_2
8275,2019-08-29,JUNCAL,lag_3,Juncalito-Lote_7,JUNCAL_3
491,2019-08-30,JUNCAL,name,Juncalito-Lote_10,JUNCAL
3086,2019-08-30,JUNCAL,lag_1,Juncalito-Lote_13,JUNCAL_1
5681,2019-08-30,JUNCAL,lag_2,Juncalito-Lote_9,JUNCAL_2
8276,2019-08-30,JUNCAL,lag_3,Juncalito-Lote_8,JUNCAL_3
492,2019-08-31,JUNCAL,name,Juncalito-Lote_14,JUNCAL
3087,2019-08-31,JUNCAL,lag_1,Juncalito-Lote_10,JUNCAL_1
5682,2019-08-31,JUNCAL,lag_2,Juncalito-Lote_13,JUNCAL_2
8277,2019-08-31,JUNCAL,lag_3,Juncalito-Lote_9,JUNCAL_3
493,2019-09-01,JUNCAL,name,Juncalito-Lote_14,JUNCAL
3088,2019-09-01,JUNCAL,lag_1,Juncalito-Lote_10,JUNCAL_1
5683,2019-09-01,JUNCAL,lag_2,Juncalito-Lote_13,JUNCAL_2
8278,2019-09-01,JUNCAL,lag_3,Juncalito-Lote_9,JUNCAL_3
494,2019-09-02,JUNCAL,name,Juncalito-Lote_15,JUNCAL
3089,2019-09-02,JUNCAL,lag_1,Juncalito-Lote_14,JUNCAL_1
5684,2019-09-02,JUNCAL,lag_2,Juncalito-Lote_10,JUNCAL_2
8279,2019-09-02,JUNCAL,lag_3,Juncalito-Lote_13,JUNCAL_3
495,2019-09-03,JUNCAL,name,Juncalito-Lote_15,JUNCAL
3090,2019-09-03,JUNCAL,lag_1,Juncalito-Lote_14,JUNCAL_1
5685,2019-09-03,JUNCAL,lag_2,Juncalito-Lote_10,JUNCAL_2
8280,2019-09-03,JUNCAL,lag_3,Juncalito-Lote_13,JUNCAL_3
496,2019-09-04,JUNCAL,name,Juncalito-Lote_3,JUNCAL
3091,2019-09-04,JUNCAL,lag_1,Juncalito-Lote_15,JUNCAL_1
5686,2019-09-04,JUNCAL,lag_2,Juncalito-Lote_14,JUNCAL_2
8281,2019-09-04,JUNCAL,lag_3,Juncalito-Lote_10,JUNCAL_3
497,2019-09-05,JUNCAL,name,Juncalito-Lote_3,JUNCAL
3092,2019-09-05,JUNCAL,lag_1,Juncalito-Lote_15,JUNCAL_1
5687,2019-09-05,JUNCAL,lag_2,Juncalito-Lote_14,JUNCAL_2
8282,2019-09-05,JUNCAL,lag_3,Juncalito-Lote_10,JUNCAL_3
498,2019-09-06,JUNCAL,name,Juncalito-Lote_2,JUNCAL
3093,2019-09-06,JUNCAL,lag_1,Juncalito-Lote_3,JUNCAL_1
5688,2019-09-06,JUNCAL,lag_2,Juncalito-Lote_15,JUNCAL_2
8283,2019-09-06,JUNCAL,lag_3,Juncalito-Lote_14,JUNCAL_3
499,2019-09-07,JUNCAL,name,Juncalito-Lote_2,JUNCAL
3094,2019-09-07,JUNCAL,lag_1,Juncalito-Lote_3,JUNCAL_1
5689,2019-09-07,JUNCAL,lag_2,Juncalito-Lote_15,JUNCAL_2
8284,2019-09-07,JUNCAL,lag_3,Juncalito-Lote_14,JUNCAL_3
500,2019-09-08,JUNCAL,name,Juncalito-Lote_2,JUNCAL
3095,2019-09-08,JUNCAL,lag_1,Juncalito-Lote_3,JUNCAL_1
5690,2019-09-08,JUNCAL,lag_2,Juncalito-Lote_15,JUNCAL_2
8285,2019-09-08,JUNCAL,lag_3,Juncalito-Lote_14,JUNCAL_3
501,2019-09-09,JUNCAL,name,Juncalito-Lote_19,JUNCAL
3096,2019-09-09,JUNCAL,lag_1,Juncalito-Lote_2,JUNCAL_1
5691,2019-09-09,JUNCAL,lag_2,Juncalito-Lote_3,JUNCAL_2
8286,2019-09-09,JUNCAL,lag_3,Juncalito-Lote_15,JUNCAL_3
502,2019-09-10,JUNCAL,name,Juncalito-Lote_19,JUNCAL
3097,2019-09-10,JUNCAL,lag_1,Juncalito-Lote_2,JUNCAL_1
5692,2019-09-10,JUNCAL,lag_2,Juncalito-Lote_3,JUNCAL_2
8287,2019-09-10,JUNCAL,lag_3,Juncalito-Lote_15,JUNCAL_3
503,2019-09-11,JUNCAL,name,Juncalito-Lote_19,JUNCAL
3098,2019-09-11,JUNCAL,lag_1,Juncalito-Lote_2,JUNCAL_1
5693,2019-09-11,JUNCAL,lag_2,Juncalito-Lote_3,JUNCAL_2
8288,2019-09-11,JUNCAL,lag_3,Juncalito-Lote_15,JUNCAL_3
504,2019-09-12,JUNCAL,name,Juncalito-Lote_20,JUNCAL
3099,2019-09-12,JUNCAL,lag_1,Juncalito-Lote_19,JUNCAL_1
5694,2019-09-12,JUNCAL,lag_2,Juncalito-Lote_2,JUNCAL_2
8289,2019-09-12,JUNCAL,lag_3,Juncalito-Lote_3,JUNCAL_3
505,2019-09-13,JUNCAL,name,Juncalito-Lote_20,JUNCAL
3100,2019-09-13,JUNCAL,lag_1,Juncalito-Lote_19,JUNCAL_1
5695,2019-09-13,JUNCAL,lag_2,Juncalito-Lote_2,JUNCAL_2
8290,2019-09-13,JUNCAL,lag_3,Juncalito-Lote_3,JUNCAL_3
506,2019-09-14,JUNCAL,name,Juncalito-Lote_21,JUNCAL
3101,2019-09-14,JUNCAL,lag_1,Juncalito-Lote_20,JUNCAL_1
5696,2019-09-14,JUNCAL,lag_2,Juncalito-Lote_19,JUNCAL_2
8291,2019-09-14,JUNCAL,lag_3,Juncalito-Lote_2,JUNCAL_3
507,2019-09-15,JUNCAL,name,Juncalito-Lote_21,JUNCAL
3102,2019-09-15,JUNCAL,lag_1,Juncalito-Lote_20,JUNCAL_1
5697,2019-09-15,JUNCAL,lag_2,Juncalito-Lote_19,JUNCAL_2
8292,2019-09-15,JUNCAL,lag_3,Juncalito-Lote_2,JUNCAL_3
508,2019-09-16,JUNCAL,name,Juncalito-Lote_1,JUNCAL
3103,2019-09-16,JUNCAL,lag_1,Juncalito-Lote_21,JUNCAL_1
5698,2019-09-16,JUNCAL,lag_2,Juncalito-Lote_20,JUNCAL_2
8293,2019-09-16,JUNCAL,lag_3,Juncalito-Lote_19,JUNCAL_3
509,2019-09-17,JUNCAL,name,Juncalito-Lote_1,JUNCAL
3104,2019-09-17,JUNCAL,lag_1,Juncalito-Lote_21,JUNCAL_1
5699,2019-09-17,JUNCAL,lag_2,Juncalito-Lote_20,JUNCAL_2
8294,2019-09-17,JUNCAL,lag_3,Juncalito-Lote_19,JUNCAL_3
510,2019-09-18,JUNCAL,name,Juncalito-Lote_16,JUNCAL
3105,2019-09-18,JUNCAL,lag_1,Juncalito-Lote_1,JUNCAL_1
5700,2019-09-18,JUNCAL,lag_2,Juncalito-Lote_21,JUNCAL_2
8295,2019-09-18,JUNCAL,lag_3,Juncalito-Lote_20,JUNCAL_3
511,2019-09-19,JUNCAL,name,Juncalito-Lote_16,JUNCAL
3106,2019-09-19,JUNCAL,lag_1,Juncalito-Lote_1,JUNCAL_1
5701,2019-09-19,JUNCAL,lag_2,Juncalito-Lote_21,JUNCAL_2
8296,2019-09-19,JUNCAL,lag_3,Juncalito-Lote_20,JUNCAL_3
512,2019-09-20,JUNCAL,name,Juncalito-Lote_16,JUNCAL
3107,2019-09-20,JUNCAL,lag_1,Juncalito-Lote_1,JUNCAL_1
5702,2019-09-20,JUNCAL,lag_2,Juncalito-Lote_21,JUNCAL_2
8297,2019-09-20,JUNCAL,lag_3,Juncalito-Lote_20,JUNCAL_3
513,2019-09-21,JUNCAL,name,Juncalito-Lote_17,JUNCAL
3108,2019-09-21,JUNCAL,lag_1,Juncalito-Lote_16,JUNCAL_1
5703,2019-09-21,JUNCAL,lag_2,Juncalito-Lote_1,JUNCAL_2
8298,2019-09-21,JUNCAL,lag_3,Juncalito-Lote_21,JUNCAL_3
514,2019-09-22,JUNCAL,name,Juncalito-Lote_17,JUNCAL
3109,2019-09-22,JUNCAL,lag_1,Juncalito-Lote_16,JUNCAL_1
5704,2019-09-22,JUNCAL,lag_2,Juncalito-Lote_1,JUNCAL_2
8299,2019-09-22,JUNCAL,lag_3,Juncalito-Lote_21,JUNCAL_3
515,2019-09-23,JUNCAL,name,Juncalito-Lote_4,JUNCAL
3110,2019-09-23,JUNCAL,lag_1,Juncalito-Lote_17,JUNCAL_1
5705,2019-09-23,JUNCAL,lag_2,Juncalito-Lote_16,JUNCAL_2
8300,2019-09-23,JUNCAL,lag_3,Juncalito-Lote_1,JUNCAL_3
516,2019-09-24,JUNCAL,name,Juncalito-Lote_4,JUNCAL
3111,2019-09-24,JUNCAL,lag_1,Juncalito-Lote_17,JUNCAL_1
5706,2019-09-24,JUNCAL,lag_2,Juncalito-Lote_16,JUNCAL_2
8301,2019-09-24,JUNCAL,lag_3,Juncalito-Lote_1,JUNCAL_3
517,2019-09-25,JUNCAL,name,Juncalito-Lote_5,JUNCAL
3112,2019-09-25,JUNCAL,lag_1,Juncalito-Lote_4,JUNCAL_1
5707,2019-09-25,JUNCAL,lag_2,Juncalito-Lote_17,JUNCAL_2
8302,2019-09-25,JUNCAL,lag_3,Juncalito-Lote_16,JUNCAL_3
518,2019-09-26,JUNCAL,name,Juncalito-Lote_6,JUNCAL
3113,2019-09-26,JUNCAL,lag_1,Juncalito-Lote_5,JUNCAL_1
5708,2019-09-26,JUNCAL,lag_2,Juncalito-Lote_4,JUNCAL_2
8303,2019-09-26,JUNCAL,lag_3,Juncalito-Lote_17,JUNCAL_3
519,2019-09-27,JUNCAL,name,Juncalito-Lote_6,JUNCAL
3114,2019-09-27,JUNCAL,lag_1,Juncalito-Lote_5,JUNCAL_1
5709,2019-09-27,JUNCAL,lag_2,Juncalito-Lote_4,JUNCAL_2
8304,2019-09-27,JUNCAL,lag_3,Juncalito-Lote_17,JUNCAL_3
520,2019-09-28,JUNCAL,name,Juncalito-Lote_7,JUNCAL
3115,2019-09-28,JUNCAL,lag_1,Juncalito-Lote_6,JUNCAL_1
5710,2019-09-28,JUNCAL,lag_2,Juncalito-Lote_5,JUNCAL_2
8305,2019-09-28,JUNCAL,lag_3,Juncalito-Lote_4,JUNCAL_3
521,2019-09-29,JUNCAL,name,Juncalito-Lote_7,JUNCAL
3116,2019-09-29,JUNCAL,lag_1,Juncalito-Lote_6,JUNCAL_1
