AÑO,MES,FINCA,POTRERO,AREA M2,ACTIVIDAD,FECHA ACTIVIDAD,PRODUCTO,HATO,TIPO DE FORRAJE,FECHA ENTRADA,FECHA SALIDA,,DIAS ANTIGUEDAD PASTOS,AFORO,FORRAJE FRECIDO,DIAS ESTADIA,NUMERO ANIMALES,LECHE TOTAL,LECHE POR DIA,LECHE POR VACA,FECHA PROYECTADA FUMIGACION,ANO FUMIGACION,MES FUMIGACION,,,,Contador,9058,,,ACTIVIDAD,2,,SIEMBRA,2,FUMIGADA,4,ABONADA,73,RENOVADA,291,CORTE,623,HENOLAJE,644,DESBROSADA,694,ROTOBO,1694,RIEGO,2174,ENMIENDA,2339,ENCALADO,2484,PASTOREO,831
2020,5,LA ISLA,4,,PASTOREO,05/05/2020,,ISLA,KYKUYO,05/05/2020,05/05/2020,,54,1.2,,1.0,52,824,824.0,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,PARAISO,16,,PASTOREO,05/05/2020,,PARAISO,KYKUYO,05/05/2020,05/05/2020,,,1.3,,1.0,102,1'806,1'806.0,17.7,20/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,JUNCAL,10,,PASTOREO,05/05/2020,,JUNCAL,KYKUYO,05/05/2020,05/05/2020,,47,1.1,,1.0,109,1'858,1'858.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,5,,PASTOREO,05/05/2020,,RECODO 1,KYKUYO,05/05/2020,05/05/2020,,,1.5,,1.0,114,2'457,2'457.0,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,42,,PASTOREO,05/05/2020,,RECODO 2,KYKUYO,05/05/2020,05/05/2020,,,2.0,,1.0,129,2'844,2'844.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,24,,PASTOREO,05/05/2020,,RECODO 3,KYKUYO,05/05/2020,05/05/2020,,50,2.1,,1.0,119,2'336,2'336.0,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,20,,FUMIGADA,06/05/2020,casta 300cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,21,,FUMIGADA,06/05/2020,casta 300cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,26,,FUMIGADA,06/05/2020,casta 300cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,38,,FUMIGADA,06/05/2020,casta 300cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,LA ISLA,4,,PASTOREO,06/05/2020,,ISLA,KYKUYO,06/05/2020,06/05/2020,,,1.2,,1.0,53,813,813.0,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,PARAISO,2,,PASTOREO,06/05/2020,,PARAISO,RAYGRAS,06/05/2020,06/05/2020,,49,1.3,,1.0,102,1'820,1'820.0,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,JUNCAL,10,,PASTOREO,06/05/2020,,JUNCAL,KYKUYO,06/05/2020,06/05/2020,,,1.1,,1.0,109,1'856,1'856.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,5,,PASTOREO,06/05/2020,,RECODO 1,KYKUYO,06/05/2020,06/05/2020,,,1.5,,1.0,115,2'317,2'317.0,20.1,21/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,42,,PASTOREO,06/05/2020,,RECODO 2,KYKUYO,06/05/2020,06/05/2020,,,2.0,,1.0,131,2'820,2'820.0,21.5,21/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,24,,PASTOREO,06/05/2020,,RECODO 3,KYKUYO,06/05/2020,06/05/2020,,,2.1,,1.0,119,2'382,2'382.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,5,,DESBROSADA,07/05/2020, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,4,,FUMIGADA,07/05/2020,casta 300cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,35,,FUMIGADA,07/05/2020,casta 300cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,36,,FUMIGADA,07/05/2020,casta 300cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,37,,FUMIGADA,07/05/2020,casta 300cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,53,,FUMIGADA,07/05/2020,casta 150cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,54,,FUMIGADA,07/05/2020,casta 200cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,LA ISLA,4,,PASTOREO,07/05/2020,,ISLA,KYKUYO,07/05/2020,07/05/2020,,,1.2,,1.0,53,778,778.0,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,PARAISO,2,,PASTOREO,07/05/2020,,PARAISO,RAYGRAS,07/05/2020,07/05/2020,,,1.3,,1.0,102,1'857,1'857.0,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,JUNCAL,10,,PASTOREO,07/05/2020,,JUNCAL,KYKUYO,07/05/2020,07/05/2020,,,1.1,,1.0,109,1'884,1'884.0,17.3,22/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,8,,PASTOREO,07/05/2020,,RECODO 1,KYKUYO,07/05/2020,07/05/2020,,41,1.4,,1.0,116,2'408,2'408.0,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,49,,PASTOREO,07/05/2020,,RECODO 2,KYKUYO,07/05/2020,07/05/2020,,96,1.7,,1.0,131,3'047,3'047.0,23.3,22/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,24,,PASTOREO,07/05/2020,,RECODO 3,KYKUYO,07/05/2020,07/05/2020,,,2.1,,1.0,121,2'384,2'384.0,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,6,,ABONADA,08/05/2020,abono M. 37lts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,7,,ABONADA,08/05/2020,abono M. 44lts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,40,,ABONADA,08/05/2020,abono M. 44lts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,34,,FUMIGADA,08/05/2020,casta 300cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,LA ISLA,4,,PASTOREO,08/05/2020,,ISLA,KYKUYO,08/05/2020,08/05/2020,,,1.2,,1.0,53,785,785.0,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,PARAISO,2,,PASTOREO,08/05/2020,,PARAISO,RAYGRAS,08/05/2020,08/05/2020,,,1.3,,1.0,102,1'854,1'854.0,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,JUNCAL,13,,PASTOREO,08/05/2020,,JUNCAL,KYKUYO,08/05/2020,08/05/2020,,48,1.3,,1.0,109,1'968,1'968.0,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,8,,PASTOREO,08/05/2020,,RECODO 1,KYKUYO,08/05/2020,08/05/2020,,,1.4,,1.0,116,2'470,2'470.0,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,48,,PASTOREO,08/05/2020,,RECODO 2,KYKUYO,08/05/2020,08/05/2020,,43,1.7,,1.0,134,2'930,2'930.0,21.9,23/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,24,,PASTOREO,08/05/2020,,RECODO 3,KYKUYO,08/05/2020,08/05/2020,,,2.0,,1.0,121,2'429,2'429.0,20.1,23/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,39,,ABONADA,09/05/2020,abono M. 22lts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,41,,ABONADA,09/05/2020,abono M. 52lts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,LA ISLA,4,,PASTOREO,09/05/2020,,ISLA,KYKUYO,09/05/2020,09/05/2020,,,1.2,,1.0,53,721,721.0,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,PARAISO,2,,PASTOREO,09/05/2020,,PARAISO,RAYGRAS,09/05/2020,09/05/2020,,,1.3,,1.0,103,1'809,1'809.0,17.6,24/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,JUNCAL,13,,PASTOREO,09/05/2020,,JUNCAL,KYKUYO,09/05/2020,09/05/2020,,,1.3,,1.0,109,1'833,1'833.0,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,8,,PASTOREO,09/05/2020,,RECODO 1,KYKUYO,09/05/2020,09/05/2020,,,1.4,,1.0,116,2'410,2'410.0,20.8,24/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,52,,PASTOREO,09/05/2020,,RECODO 2,KYKUYO,09/05/2020,09/05/2020,,50,1.7,,1.0,134,2'519,2'519.0,18.8,24/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,14,,PASTOREO,09/05/2020,,RECODO 3,KYKUYO,09/05/2020,09/05/2020,,50,2.0,,1.0,121,2'419,2'419.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,LA ISLA,4,,PASTOREO,10/05/2020,,ISLA,KYKUYO,10/05/2020,10/05/2020,,,1.2,,1.0,53,793,793.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,PARAISO,3,,PASTOREO,10/05/2020,,PARAISO,KYKUYO,10/05/2020,10/05/2020,,48,1.3,,1.0,104,1'812,1'812.0,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,JUNCAL,13,,PASTOREO,10/05/2020,,JUNCAL,KYKUYO,10/05/2020,10/05/2020,,,1.3,,1.0,110,1'871,1'871.0,17.0,25/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,9,,PASTOREO,10/05/2020,,RECODO 1,KYKUYO,10/05/2020,10/05/2020,,41,1.5,,1.0,116,2'251,2'251.0,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,50,,PASTOREO,10/05/2020,,RECODO 2,KYKUYO,10/05/2020,10/05/2020,,50,1.3,,1.0,136,2'573,2'573.0,18.9,25/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,14,,PASTOREO,10/05/2020,,RECODO 3,KYKUYO,10/05/2020,10/05/2020,,,2.0,,1.0,121,2'459,2'459.0,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,25,,ABONADA,11/05/2020,abono M. 44lts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,45,,ABONADA,11/05/2020,abono M. 37lts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,PARAISO,12,,FUMIGADA,11/05/2020, CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,PARAISO,13,,FUMIGADA,11/05/2020, CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,JUNCAL,4,,FUMIGADA,11/05/2020, CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,JUNCAL,5,,FUMIGADA,11/05/2020, CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,JUNCAL,6,,FUMIGADA,11/05/2020, CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,JUNCAL,7,,FUMIGADA,11/05/2020,CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,LA ISLA,5,,RENOVADA,11/05/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,LA ISLA,6,,RENOVADA,11/05/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,RANCHO,1,,RENOVADA,11/05/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,RANCHO,3,,RENOVADA,11/05/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,LA ISLA,4,,PASTOREO,11/05/2020,,ISLA,KYKUYO,11/05/2020,11/05/2020,,,1.2,,1.0,53,810,810.0,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,PARAISO,3,,PASTOREO,11/05/2020,,PARAISO,KYKUYO,11/05/2020,11/05/2020,,,1.3,,1.0,106,1'867,1'867.0,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,JUNCAL,14,,PASTOREO,11/05/2020,,JUNCAL,KYKUYO,11/05/2020,11/05/2020,,48,1.2,,1.0,110,1'877,1'877.0,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,9,,PASTOREO,11/05/2020,,RECODO 1,KYKUYO,11/05/2020,11/05/2020,,,1.5,,1.0,117,2'302,2'302.0,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,51,,PASTOREO,11/05/2020,,RECODO 2,KYKUYO,11/05/2020,11/05/2020,,49,1.3,,1.0,136,2'567,2'567.0,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,14,,PASTOREO,11/05/2020,,RECODO 3,KYKUYO,11/05/2020,11/05/2020,,,2.0,,1.0,121,2'383,2'383.0,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,LA ISLA,6,,ENMIENDA,12/05/2020,ENCALADO 12 BULTOS CAL VIVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,MANGA LARGA,7,,FUMIGADA,12/05/2020, CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,MANGA LARGA,6,,FUMIGADA,12/05/2020, CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,LA ISLA,4,,PASTOREO,12/05/2020,,ISLA,KYKUYO,12/05/2020,12/05/2020,,,1.2,,1.0,53,828,828.0,15.6,27/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,PARAISO,3,,PASTOREO,12/05/2020,,PARAISO,KYKUYO,12/05/2020,12/05/2020,,,1.3,,1.0,106,1'803,1'803.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,JUNCAL,14,,PASTOREO,12/05/2020,,JUNCAL,KYKUYO,12/05/2020,12/05/2020,,,1.2,,1.0,110,1'907,1'907.0,17.3,27/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,9,,PASTOREO,12/05/2020,,RECODO 1,KYKUYO,12/05/2020,12/05/2020,,,1.5,,1.0,117,2'377,2'377.0,20.3,27/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,51,,PASTOREO,12/05/2020,,RECODO 2,KYKUYO,12/05/2020,12/05/2020,,,1.3,,1.0,137,2'483,2'483.0,18.1,27/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,14,,PASTOREO,12/05/2020,,RECODO 3,KYKUYO,12/05/2020,12/05/2020,,,2.0,,1.0,121,2'408,2'408.0,19.9,27/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,24,,DESBROSADA,13/05/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,32,,FUMIGADA,13/05/2020,casta 300cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,33,,FUMIGADA,13/05/2020,casta 300cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,LA ISLA,15,,FUMIGADA,13/05/2020, CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,LA ISLA,16,,FUMIGADA,13/05/2020, CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,LA ISLA,21,,FUMIGADA,13/05/2020, CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,LA ISLA,22,,FUMIGADA,13/05/2020, CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,LA ISLA,30,,FUMIGADA,13/05/2020, CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,RANCHO,7,,FUMIGADA,13/05/2020,CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,MANGA LARGA,8,,FUMIGADA,13/05/2020, CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,MANGA LARGA,5,,FUMIGADA,13/05/2020, CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,MANGA LARGA,4,,FUMIGADA,13/05/2020, CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,MANGA LARGA,1,,PASTOREO,13/05/2020,,ISLA,KYKUYO,13/05/2020,13/05/2020,,43,1.2,,1.0,54,770,770.0,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,PARAISO,3,,PASTOREO,13/05/2020,,PARAISO,KYKUYO,13/05/2020,13/05/2020,,,1.3,,1.0,107,1'857,1'857.0,17.4,28/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,JUNCAL,15,,PASTOREO,13/05/2020,,JUNCAL,KYKUYO,13/05/2020,13/05/2020,,47,1.2,,1.0,110,1'878,1'878.0,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,29,,PASTOREO,13/05/2020,,RECODO 1,KYKUYO,13/05/2020,13/05/2020,,43,1.2,,1.0,117,2'355,2'355.0,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,47,,PASTOREO,13/05/2020,,RECODO 2,KYKUYO,13/05/2020,13/05/2020,,50,1.8,,1.0,138,2'476,2'476.0,17.9,28/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,13,,PASTOREO,13/05/2020,,RECODO 3,KYKUYO,13/05/2020,13/05/2020,,103,1.6,,1.0,121,2'430,2'430.0,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,9,,DESBROSADA,14/05/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,43,,FUMIGADA,14/05/2020,casta 300cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,44,,FUMIGADA,14/05/2020,casta 250cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,46,,FUMIGADA,14/05/2020,casta 250cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,70,,FUMIGADA,14/05/2020,casta 100cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,71,,FUMIGADA,14/05/2020,casta 100cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,72,,FUMIGADA,14/05/2020,casta 100cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,MANGA LARGA,1,,PASTOREO,14/05/2020,,ISLA,KYKUYO,14/05/2020,14/05/2020,,,1.2,,1.0,54,872,872.0,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,PARAISO,1,,PASTOREO,14/05/2020,,PARAISO,RAYGRAS,14/05/2020,14/05/2020,,59,1.2,,1.0,107,1'762,1'762.0,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,JUNCAL,15,,PASTOREO,14/05/2020,,JUNCAL,KYKUYO,14/05/2020,14/05/2020,,,1.2,,1.0,110,1'827,1'827.0,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,29,,PASTOREO,14/05/2020,,RECODO 1,KYKUYO,14/05/2020,14/05/2020,,,1.2,,1.0,117,2'348,2'348.0,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,48,,PASTOREO,14/05/2020,,RECODO 2,KYKUYO,14/05/2020,14/05/2020,,6,1.8,,1.0,139,2'541,2'541.0,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,13,,PASTOREO,14/05/2020,,RECODO 3,KYKUYO,14/05/2020,14/05/2020,,,1.6,,1.0,121,2'393,2'393.0,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,8,,ABONADA,15/05/2020,ABONA MANUEL 44LTRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,5,,FUMIGADA,15/05/2020,OLEOSOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,6,,FUMIGADA,15/05/2020,OLEOSOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,MANGA LARGA,1,,PASTOREO,15/05/2020,,ISLA,KYKUYO,15/05/2020,15/05/2020,,,1.2,,1.0,54,939,939.0,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,PARAISO,1,,PASTOREO,15/05/2020,,PARAISO,RAYGRAS,15/05/2020,15/05/2020,,,1.2,,1.0,107,1'747,1'747.0,16.3,30/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,JUNCAL,15,,PASTOREO,15/05/2020,,JUNCAL,KYKUYO,15/05/2020,15/05/2020,,,1.2,,1.0,109,1'727,1'727.0,15.8,30/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,29,,PASTOREO,15/05/2020,,RECODO 1,KYKUYO,15/05/2020,15/05/2020,,,1.2,,1.0,116,2'323,2'323.0,20.0,30/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,48,,PASTOREO,15/05/2020,,RECODO 2,KYKUYO,15/05/2020,15/05/2020,,,1.8,,1.0,139,2'572,2'572.0,18.5,30/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,13,,PASTOREO,15/05/2020,,RECODO 3,KYKUYO,15/05/2020,15/05/2020,,,1.6,,1.0,121,2'414,2'414.0,20.0,30/05/2020,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,22,,ABONADA,16/05/2020,ABONA MANUEL 37LTRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,EL RECODO,23,,ABONADA,16/05/2020,ABONA MANUEL 37LTRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,LA ISLA,26,,ABONADA,16/05/2020,MEZCLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,PARAISO,2,,ABONADA,16/05/2020,MEZCLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,LA ISLA,5,,FUMIGADA,16/05/2020, CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,LA ISLA,6,,FUMIGADA,16/05/2020, CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,MANGA LARGA,1,,PASTOREO,16/05/2020,,ISLA,KYKUYO,16/05/2020,16/05/2020,,,1.2,,1.0,54,905,905.0,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,PARAISO,5,,PASTOREO,16/05/2020,,PARAISO,RAYGRAS,16/05/2020,16/05/2020,,50,1.2,,1.0,107,1'784,1'784.0,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
